,region,adm,location,media_0,inse_1,inse_2,inse_3,inse_4,inse_5,inse_6,inse_7,inse_8,year
354,Amapá,Privada,Urbana,5.85,0.11,0.91,4.94,10.3,16.56,23.0,34.83,9.35,2021
357,Amapá,Privada,Rural,3.8,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,2021
369,Amapá,Pública,Total,4.66,1.56,19.11,23.6,23.94,16.25,9.1,5.8,0.63,2021
372,Amapá,Pública,Urbana,4.75,0.89,15.55,23.4,25.03,17.46,10.28,6.69,0.7,2021
375,Amapá,Pública,Rural,4.23,4.67,35.63,24.49,18.9,10.68,3.61,1.69,0.33,2021
378,Tocantins,Total,Total,4.82,1.45,15.47,19.75,23.34,19.03,11.35,7.96,1.67,2021
381,Tocantins,Total,Urbana,4.85,1.3,14.68,19.22,23.34,19.46,11.83,8.39,1.79,2021
384,Tocantins,Total,Rural,4.42,3.22,25.18,26.3,23.25,13.7,5.43,2.68,0.23,2021
387,Tocantins,Federal,Total,5.0,0.0,9.33,19.1,21.46,25.41,14.91,9.78,0.0,2021
390,Tocantins,Federal,Urbana,5.15,0.0,5.2,14.11,23.15,29.56,17.06,10.92,0.0,2021
393,Tocantins,Federal,Rural,4.74,0.0,16.69,27.99,18.46,18.03,11.08,7.75,0.0,2021
396,Tocantins,Estadual,Total,4.76,1.42,15.88,20.11,24.52,20.25,10.9,6.14,0.79,2021
399,Tocantins,Estadual,Urbana,4.78,1.32,15.46,19.8,24.49,20.56,11.21,6.35,0.81,2021
402,Tocantins,Estadual,Rural,4.45,3.21,23.36,25.65,24.97,14.71,5.5,2.32,0.3,2021
405,Tocantins,Municipal,Total,4.67,1.77,17.7,22.55,24.79,18.02,9.72,4.91,0.55,2021
408,Tocantins,Municipal,Urbana,4.71,1.55,16.47,22.01,25.11,18.73,10.33,5.2,0.59,2021
411,Tocantins,Municipal,Rural,4.37,3.49,27.32,26.84,22.22,12.42,4.93,2.57,0.21,2021
414,Tocantins,Privada,Total,6.06,0.06,0.84,1.96,6.64,14.45,23.21,38.21,14.63,2021
417,Tocantins,Privada,Urbana,6.07,0.06,0.77,1.74,6.31,14.23,23.37,38.68,14.84,2021
420,Tocantins,Privada,Rural,4.98,0.0,5.88,17.65,29.41,29.41,11.76,5.88,0.0,2021
432,Tocantins,Pública,Total,4.73,1.55,16.58,21.1,24.61,19.37,10.45,5.66,0.68,2021
435,Tocantins,Pública,Urbana,4.76,1.4,15.81,20.64,24.73,19.88,10.89,5.92,0.72,2021
438,Tocantins,Pública,Rural,4.41,3.27,25.44,26.41,23.17,13.49,5.35,2.63,0.23,2021
441,Maranhão,Total,Total,4.34,5.22,30.46,23.72,19.51,11.88,5.77,3.03,0.41,2021
444,Maranhão,Total,Urbana,4.44,3.79,26.88,23.9,20.93,13.51,6.83,3.68,0.49,2021
447,Maranhão,Total,Rural,4.01,9.53,41.31,23.18,15.22,6.96,2.56,1.06,0.17,2021
450,Maranhão,Federal,Total,4.68,1.27,19.43,21.61,24.14,17.2,9.8,6.29,0.26,2021
453,Maranhão,Federal,Urbana,4.72,1.04,18.26,21.2,23.65,17.37,11.29,6.86,0.33,2021
456,Maranhão,Federal,Rural,4.51,2.1,23.78,23.12,25.97,16.59,4.27,4.17,0.0,2021
459,Maranhão,Estadual,Total,4.21,6.29,35.11,23.81,18.01,10.17,4.4,2.0,0.21,2021
462,Maranhão,Estadual,Urbana,4.26,5.72,33.15,24.06,18.86,10.97,4.81,2.21,0.24,2021
465,Maranhão,Estadual,Rural,3.94,9.51,46.2,22.43,13.23,5.65,2.11,0.81,0.06,2021
468,Maranhão,Municipal,Total,4.25,5.51,32.18,25.66,19.92,10.62,4.22,1.68,0.21,2021
471,Maranhão,Municipal,Urbana,4.37,3.51,27.96,26.67,22.08,12.43,5.09,2.04,0.22,2021
474,Maranhão,Municipal,Rural,4.01,9.76,41.11,23.53,15.33,6.8,2.36,0.94,0.18,2021
477,Maranhão,Privada,Total,5.29,0.24,5.01,10.03,20.78,25.5,20.52,15.39,2.53,2021
480,Maranhão,Privada,Urbana,5.31,0.05,4.5,9.76,20.68,25.74,20.83,15.82,2.61,2021
483,Maranhão,Privada,Rural,4.82,3.71,14.34,14.93,22.66,21.09,14.87,7.43,0.97,2021
495,Maranhão,Pública,Total,4.24,5.7,32.92,25.04,19.39,10.57,4.34,1.84,0.21,2021
498,Maranhão,Pública,Urbana,4.33,4.26,29.67,25.67,20.96,11.98,5.07,2.16,0.23,2021
501,Maranhão,Pública,Rural,4.0,9.64,41.82,23.34,15.08,6.7,2.34,0.95,0.16,2021
504,Piauí,Total,Total,4.44,4.38,28.27,22.53,19.74,13.14,6.74,4.28,0.92,2021
507,Piauí,Total,Urbana,4.52,3.51,25.42,22.21,20.61,14.42,7.71,5.02,1.1,2021
510,Piauí,Total,Rural,4.02,8.55,41.92,24.06,15.58,6.99,2.11,0.72,0.07,2021
513,Piauí,Federal,Total,4.65,0.76,20.11,23.85,21.4,20.12,9.19,4.31,0.27,2021
516,Piauí,Federal,Urbana,4.67,0.75,19.42,23.55,21.45,20.38,9.55,4.59,0.3,2021
519,Piauí,Federal,Rural,4.42,0.82,26.74,26.67,20.86,17.64,5.66,1.61,0.0,2021
522,Piauí,Estadual,Total,4.25,5.53,33.38,23.66,19.28,11.35,4.73,1.95,0.12,2021
525,Piauí,Estadual,Urbana,4.27,5.21,32.59,23.84,19.66,11.64,4.91,2.01,0.13,2021
528,Piauí,Estadual,Rural,3.92,11.07,46.92,20.5,12.73,6.25,1.5,0.93,0.1,2021
531,Piauí,Municipal,Total,4.29,4.79,31.37,25.26,20.57,11.5,4.61,1.75,0.16,2021
534,Piauí,Municipal,Urbana,4.39,3.39,27.38,25.6,22.41,13.27,5.58,2.17,0.2,2021
537,Piauí,Municipal,Rural,4.03,8.36,41.53,24.41,15.86,6.96,2.13,0.69,0.07,2021
540,Piauí,Privada,Total,5.54,0.12,2.61,7.41,17.05,24.04,20.99,21.39,6.39,2021
543,Piauí,Privada,Urbana,5.54,0.12,2.53,7.33,17.06,24.08,21.02,21.44,6.41,2021
546,Piauí,Privada,Rural,4.48,0.0,28.34,35.4,13.45,11.49,9.02,2.3,0.0,2021
558,Piauí,Pública,Total,4.28,4.98,31.89,24.66,20.12,11.6,4.73,1.87,0.15,2021
561,Piauí,Pública,Urbana,4.35,4.11,29.43,24.81,21.23,12.73,5.38,2.15,0.17,2021
564,Piauí,Pública,Rural,4.02,8.57,41.95,24.03,15.59,6.98,2.1,0.72,0.07,2021
567,Ceará,Total,Total,4.53,3.32,24.2,23.54,21.26,14.18,7.41,5.17,0.93,2021
570,Ceará,Total,Urbana,4.59,2.95,22.45,23.07,21.68,14.96,8.03,5.8,1.06,2021
573,Ceará,Total,Rural,4.21,5.48,34.56,26.29,18.75,9.6,3.76,1.44,0.13,2021
576,Ceará,Federal,Total,5.03,1.33,13.72,17.18,21.09,17.03,9.94,16.23,3.48,2021
579,Ceará,Federal,Urbana,5.07,1.13,12.27,17.53,20.8,16.77,10.47,17.3,3.74,2021
582,Ceará,Federal,Rural,4.38,4.08,33.63,12.34,25.16,20.61,2.67,1.52,0.0,2021
585,Ceará,Estadual,Total,4.32,4.86,30.89,24.23,19.9,12.04,5.57,2.37,0.15,2021
588,Ceará,Estadual,Urbana,4.34,4.69,30.21,24.25,20.17,12.34,5.73,2.45,0.15,2021
591,Ceará,Estadual,Rural,4.06,7.59,41.31,23.95,15.64,7.29,3.0,1.15,0.06,2021
594,Ceará,Municipal,Total,4.41,3.33,25.99,26.24,22.92,13.38,5.61,2.3,0.23,2021
597,Ceará,Municipal,Urbana,4.47,2.78,23.76,26.12,24.02,14.4,6.12,2.54,0.26,2021
600,Ceará,Municipal,Rural,4.23,5.19,33.61,26.67,19.17,9.89,3.86,1.47,0.15,2021
603,Ceará,Privada,Total,5.47,0.0,2.79,11.29,17.46,21.96,18.66,22.5,5.35,2021
606,Ceará,Privada,Urbana,5.47,0.0,2.78,11.28,17.45,21.97,18.66,22.51,5.35,2021
609,Ceará,Privada,Rural,4.97,0.0,11.32,19.14,24.69,17.08,12.96,14.81,0.0,2021
621,Ceará,Pública,Total,4.38,3.85,27.62,25.49,21.86,12.94,5.62,2.4,0.22,2021
624,Ceará,Pública,Urbana,4.42,3.52,26.22,25.33,22.49,13.61,5.99,2.59,0.24,2021
627,Ceará,Pública,Rural,4.21,5.49,34.58,26.29,18.74,9.59,3.75,1.43,0.13,2021
630,Rio Grande do Norte,Total,Total,4.74,1.6,17.24,21.55,23.42,17.69,10.75,6.68,1.08,2021
633,Rio Grande do Norte,Total,Urbana,4.78,1.45,16.19,20.95,23.39,18.19,11.38,7.27,1.18,2021
636,Rio Grande do Norte,Total,Rural,4.42,2.8,25.81,26.42,23.7,13.59,5.6,1.81,0.27,2021
639,Rio Grande do Norte,Federal,Total,4.94,0.42,13.6,19.13,21.57,18.78,14.07,11.33,1.11,2021
642,Rio Grande do Norte,Federal,Urbana,4.95,0.45,13.7,18.0,21.9,18.99,13.92,11.83,1.2,2021
645,Rio Grande do Norte,Federal,Rural,4.76,0.0,12.37,32.65,17.51,16.35,15.78,5.34,0.0,2021
648,Rio Grande do Norte,Estadual,Total,4.57,2.12,20.65,24.48,24.62,16.62,8.02,3.24,0.24,2021
651,Rio Grande do Norte,Estadual,Urbana,4.57,2.11,20.42,24.44,24.66,16.71,8.11,3.31,0.25,2021
654,Rio Grande do Norte,Estadual,Rural,4.44,2.53,25.63,25.47,23.62,14.68,6.21,1.76,0.09,2021
657,Rio Grande do Norte,Municipal,Total,4.54,1.88,20.88,25.31,26.02,16.07,6.78,2.73,0.32,2021
660,Rio Grande do Norte,Municipal,Urbana,4.58,1.58,19.3,24.96,26.65,16.86,7.29,3.03,0.33,2021
663,Rio Grande do Norte,Municipal,Rural,4.39,2.98,26.56,26.56,23.75,13.26,4.94,1.65,0.3,2021
666,Rio Grande do Norte,Privada,Total,5.57,0.03,1.71,6.54,14.95,23.69,25.57,22.73,4.79,2021
669,Rio Grande do Norte,Privada,Urbana,5.57,0.03,1.69,6.52,14.8,23.73,25.6,22.83,4.8,2021
672,Rio Grande do Norte,Privada,Rural,5.05,0.0,4.89,10.34,40.31,16.03,21.25,5.58,1.6,2021
684,Rio Grande do Norte,Pública,Total,4.57,1.92,20.41,24.62,25.15,16.46,7.72,3.4,0.32,2021
687,Rio Grande do Norte,Pública,Urbana,4.6,1.79,19.57,24.32,25.39,16.9,8.06,3.65,0.33,2021
690,Rio Grande do Norte,Pública,Rural,4.41,2.82,26.0,26.57,23.55,13.57,5.46,1.77,0.26,2021
693,Paraíba,Total,Total,4.65,2.53,20.61,21.63,22.31,16.07,9.7,6.25,0.89,2021
696,Paraíba,Total,Urbana,4.69,2.29,19.36,21.13,22.52,16.63,10.33,6.77,0.98,2021
699,Paraíba,Total,Rural,4.25,4.82,32.26,26.27,20.39,10.85,3.86,1.4,0.14,2021
702,Paraíba,Federal,Total,4.73,1.4,17.12,20.14,26.24,17.78,9.66,7.37,0.3,2021
705,Paraíba,Federal,Urbana,4.73,1.4,17.12,20.14,26.24,17.78,9.66,7.37,0.3,2021
708,Paraíba,Federal,Rural,0.0,,,,,,,,,2021
711,Paraíba,Estadual,Total,4.44,3.45,25.76,23.75,23.4,14.24,6.51,2.68,0.21,2021
714,Paraíba,Estadual,Urbana,4.45,3.41,25.34,23.65,23.61,14.38,6.63,2.77,0.22,2021
717,Paraíba,Estadual,Rural,4.29,4.18,32.07,25.23,20.18,12.06,4.82,1.28,0.17,2021
720,Paraíba,Municipal,Total,4.47,2.77,23.49,25.67,24.2,14.84,6.33,2.48,0.22,2021
723,Paraíba,Municipal,Urbana,4.52,2.34,21.78,25.49,24.92,15.67,6.86,2.69,0.24,2021
726,Paraíba,Municipal,Rural,4.24,5.03,32.43,26.63,20.43,10.45,3.55,1.35,0.13,2021
729,Paraíba,Privada,Total,5.57,0.05,2.12,6.03,14.32,23.19,25.82,24.21,4.26,2021
732,Paraíba,Privada,Urbana,5.57,0.05,2.11,6.01,14.3,23.2,25.85,24.21,4.27,2021
735,Paraíba,Privada,Rural,5.15,0.0,6.44,15.41,24.24,21.42,10.78,21.71,0.0,2021
747,Paraíba,Pública,Total,4.46,3.03,24.31,24.75,23.91,14.65,6.48,2.66,0.22,2021
750,Paraíba,Pública,Urbana,4.49,2.79,23.26,24.54,24.37,15.15,6.82,2.84,0.23,2021
753,Paraíba,Pública,Rural,4.25,4.84,32.35,26.31,20.38,10.81,3.84,1.33,0.14,2021
756,Pernambuco,Total,Total,4.67,2.24,18.54,22.49,23.56,16.71,9.36,6.38,0.73,2021
759,Pernambuco,Total,Urbana,4.73,1.94,16.97,21.93,23.88,17.35,10.06,7.06,0.8,2021
762,Pernambuco,Total,Rural,4.32,4.37,29.39,26.35,21.33,12.28,4.44,1.64,0.2,2021
765,Pernambuco,Federal,Total,5.42,0.16,7.31,14.8,11.56,15.09,19.6,26.54,4.94,2021
768,Pernambuco,Federal,Urbana,5.57,0.0,5.0,13.35,9.26,13.71,21.15,31.59,5.93,2021
771,Pernambuco,Federal,Rural,4.71,0.92,17.97,21.51,22.18,21.47,12.41,3.2,0.35,2021
774,Pernambuco,Estadual,Total,4.52,2.75,22.4,24.18,24.11,15.59,7.33,3.36,0.26,2021
777,Pernambuco,Estadual,Urbana,4.53,2.64,21.83,24.14,24.41,15.79,7.49,3.43,0.27,2021
780,Pernambuco,Estadual,Rural,4.34,4.36,30.23,24.78,20.03,12.82,5.26,2.39,0.13,2021
783,Pernambuco,Municipal,Total,4.47,2.74,22.42,26.88,25.42,14.48,5.67,2.16,0.22,2021
786,Pernambuco,Municipal,Urbana,4.51,2.28,20.49,26.85,26.51,15.22,6.06,2.36,0.22,2021
789,Pernambuco,Municipal,Rural,4.3,4.5,29.73,26.99,21.26,11.68,4.21,1.41,0.21,2021
792,Pernambuco,Privada,Total,5.49,0.04,1.36,7.82,18.03,24.87,22.6,22.5,2.78,2021
795,Pernambuco,Privada,Urbana,5.49,0.04,1.28,7.75,17.79,24.81,22.83,22.7,2.81,2021
798,Pernambuco,Privada,Rural,4.83,0.0,9.28,15.01,39.98,30.74,1.42,3.56,0.0,2021
810,Pernambuco,Pública,Total,4.5,2.72,22.28,25.68,24.76,14.94,6.47,2.87,0.28,2021
813,Pernambuco,Pública,Urbana,4.53,2.42,20.96,25.52,25.43,15.46,6.83,3.09,0.3,2021
816,Pernambuco,Pública,Rural,4.31,4.43,29.7,26.53,21.04,11.99,4.49,1.61,0.2,2021
819,Alagoas,Total,Total,4.55,3.29,23.22,23.04,21.7,14.65,8.19,5.14,0.77,2021
822,Alagoas,Total,Urbana,4.62,2.69,20.95,22.61,22.33,15.63,9.03,5.85,0.9,2021
825,Alagoas,Total,Rural,4.2,6.27,34.43,25.12,18.55,9.78,4.05,1.63,0.16,2021
828,Alagoas,Federal,Total,4.67,0.17,24.6,20.74,21.99,12.58,13.43,6.48,0.0,2021
831,Alagoas,Federal,Urbana,4.67,0.17,24.6,20.74,21.99,12.58,13.43,6.48,0.0,2021
834,Alagoas,Federal,Rural,0.0,,,,,,,,,2021
837,Alagoas,Estadual,Total,4.39,3.96,27.1,25.29,22.18,13.06,5.71,2.42,0.29,2021
840,Alagoas,Estadual,Urbana,4.4,3.82,26.68,25.37,22.44,13.21,5.71,2.47,0.3,2021
843,Alagoas,Estadual,Rural,4.24,6.08,33.63,24.06,18.18,10.75,5.62,1.64,0.04,2021
846,Alagoas,Municipal,Total,4.38,3.91,26.92,26.13,22.58,12.79,5.22,2.22,0.23,2021
849,Alagoas,Municipal,Urbana,4.45,2.97,23.91,26.43,24.13,14.03,5.8,2.48,0.25,2021
852,Alagoas,Municipal,Rural,4.19,6.32,34.67,25.35,18.58,9.62,3.73,1.54,0.18,2021
855,Alagoas,Privada,Total,5.48,0.02,2.17,7.76,17.58,24.59,23.27,20.86,3.74,2021
858,Alagoas,Privada,Urbana,5.48,0.02,2.17,7.78,17.56,24.61,23.23,20.86,3.76,2021
861,Alagoas,Privada,Rural,5.43,0.0,2.86,4.08,22.44,18.78,31.04,20.8,0.0,2021
873,Alagoas,Pública,Total,4.39,3.87,26.95,25.75,22.43,12.88,5.52,2.35,0.25,2021
876,Alagoas,Pública,Urbana,4.43,3.27,25.08,25.88,23.38,13.66,5.91,2.55,0.27,2021
879,Alagoas,Pública,Rural,4.19,6.3,34.56,25.2,18.53,9.75,3.94,1.55,0.16,2021
882,Sergipe,Total,Total,4.59,3.38,21.78,21.34,21.11,17.04,9.35,5.45,0.55,2021
885,Sergipe,Total,Urbana,4.68,2.77,18.93,20.6,21.68,18.54,10.56,6.26,0.65,2021
888,Sergipe,Total,Rural,4.16,6.48,36.27,25.05,18.18,9.39,3.2,1.35,0.07,2021
891,Sergipe,Federal,Total,4.88,0.71,12.15,18.52,25.45,21.57,12.66,7.51,1.41,2021
894,Sergipe,Federal,Urbana,5.01,0.69,8.35,17.19,24.86,23.12,14.73,9.06,1.99,2021
897,Sergipe,Federal,Rural,4.55,0.77,21.55,21.8,26.9,17.74,7.55,3.69,0.0,2021
900,Sergipe,Estadual,Total,4.43,4.32,25.06,23.73,22.66,14.73,6.67,2.66,0.17,2021
903,Sergipe,Estadual,Urbana,4.45,4.04,24.5,23.7,22.99,15.05,6.81,2.73,0.17,2021
906,Sergipe,Estadual,Rural,4.07,10.08,36.92,24.4,15.7,7.95,3.69,1.19,0.07,2021
909,Sergipe,Municipal,Total,4.35,4.13,28.15,25.87,22.14,12.81,4.92,1.83,0.15,2021
912,Sergipe,Municipal,Urbana,4.46,2.98,23.32,26.14,24.22,14.85,6.07,2.22,0.2,2021
915,Sergipe,Municipal,Rural,4.15,6.17,36.77,25.38,18.42,9.17,2.89,1.13,0.07,2021
918,Sergipe,Privada,Total,5.43,0.03,2.31,7.23,15.7,30.29,23.81,18.5,2.14,2021
921,Sergipe,Privada,Urbana,5.43,0.03,2.3,7.22,15.69,30.25,23.85,18.51,2.16,2021
924,Sergipe,Privada,Rural,5.34,0.0,3.16,8.55,16.67,34.23,19.37,18.02,0.0,2021
936,Sergipe,Pública,Total,4.39,4.2,26.51,24.76,22.42,13.82,5.84,2.28,0.17,2021
939,Sergipe,Pública,Urbana,4.46,3.6,23.94,24.64,23.49,15.01,6.56,2.56,0.19,2021
942,Sergipe,Pública,Rural,4.14,6.56,36.65,25.24,18.2,9.11,3.02,1.16,0.07,2021
945,Bahia,Total,Total,4.62,2.47,20.01,22.98,23.43,16.33,8.74,5.31,0.73,2021
948,Bahia,Total,Urbana,4.68,2.22,18.17,22.26,23.65,17.19,9.61,6.05,0.84,2021
951,Bahia,Total,Rural,4.34,3.67,29.05,26.54,22.33,12.11,4.47,1.67,0.17,2021
954,Bahia,Federal,Total,6.21,0.09,0.37,0.84,2.9,9.15,21.08,54.64,10.92,2021
957,Bahia,Federal,Urbana,6.21,0.09,0.37,0.84,2.9,9.15,21.08,54.64,10.92,2021
960,Bahia,Federal,Rural,0.0,,,,,,,,,2021
963,Bahia,Estadual,Total,4.44,3.68,25.04,24.57,22.81,14.4,6.47,2.77,0.26,2021
966,Bahia,Estadual,Urbana,4.46,3.57,24.31,24.54,23.06,14.71,6.68,2.85,0.27,2021
969,Bahia,Estadual,Rural,4.21,5.22,35.49,24.93,19.1,9.96,3.56,1.64,0.1,2021
972,Bahia,Municipal,Total,4.54,2.16,20.89,25.46,25.5,16.03,6.86,2.81,0.29,2021
975,Bahia,Municipal,Urbana,4.61,1.64,18.0,24.9,26.6,17.49,7.79,3.25,0.33,2021
978,Bahia,Municipal,Rural,4.35,3.49,28.24,26.88,22.69,12.32,4.51,1.69,0.18,2021
981,Bahia,Privada,Total,5.49,0.1,1.73,8.69,17.31,23.38,22.85,22.18,3.76,2021
984,Bahia,Privada,Urbana,5.52,0.09,1.27,8.22,16.94,23.54,23.26,22.82,3.87,2021
987,Bahia,Privada,Rural,4.62,0.34,17.32,24.5,29.8,18.04,9.06,0.95,0.0,2021
999,Bahia,Pública,Total,4.5,2.81,22.62,25.03,24.3,15.32,6.72,2.89,0.3,2021
1002,Bahia,Pública,Urbana,4.54,2.59,21.07,24.67,24.8,16.1,7.27,3.17,0.33,2021
1005,Bahia,Pública,Rural,4.33,3.74,29.31,26.59,22.16,11.97,4.37,1.69,0.17,2021
1008,Minas Gerais,Total,Total,5.21,0.72,7.59,12.65,20.13,22.37,17.97,15.65,2.92,2021
1011,Minas Gerais,Total,Urbana,5.23,0.66,7.09,12.31,20.01,22.55,18.28,16.08,3.02,2021
1014,Minas Gerais,Total,Rural,4.64,2.36,20.25,21.12,23.04,17.74,10.11,4.9,0.47,2021
1017,Minas Gerais,Federal,Total,5.81,0.04,1.62,2.87,8.73,19.99,27.27,33.32,6.15,2021
1020,Minas Gerais,Federal,Urbana,5.87,0.05,1.76,2.18,7.66,18.37,27.07,36.21,6.71,2021
1023,Minas Gerais,Federal,Rural,5.49,0.0,0.86,6.8,14.81,29.19,28.37,16.96,3.02,2021
1026,Minas Gerais,Estadual,Total,5.05,0.94,9.33,14.31,22.1,23.55,17.22,11.46,1.09,2021
1029,Minas Gerais,Estadual,Urbana,5.07,0.87,8.85,14.07,22.13,23.81,17.48,11.68,1.11,2021
1032,Minas Gerais,Estadual,Rural,4.37,3.67,29.46,24.51,20.8,12.73,6.02,2.5,0.31,2021
1035,Minas Gerais,Municipal,Total,5.09,0.58,7.28,14.03,23.24,24.96,17.78,11.1,1.03,2021
1038,Minas Gerais,Municipal,Urbana,5.12,0.48,6.56,13.55,23.14,25.35,18.29,11.55,1.08,2021
