,region,adm,location,media_0,inse_1,inse_2,inse_3,inse_4,inse_5,inse_6,inse_7,inse_8,year
1041,Minas Gerais,Municipal,Rural,4.74,1.8,16.04,19.89,24.51,20.2,11.57,5.56,0.45,2021
1044,Minas Gerais,Privada,Total,6.25,0.08,0.15,1.37,2.88,9.82,21.57,47.33,16.8,2021
1047,Minas Gerais,Privada,Urbana,6.26,0.08,0.03,1.22,2.67,9.78,21.66,47.62,16.93,2021
1050,Minas Gerais,Privada,Rural,4.76,0.35,15.31,20.6,29.77,15.04,10.34,8.59,0.0,2021
1062,Minas Gerais,Pública,Total,5.07,0.81,8.56,14.12,22.38,24.0,17.5,11.53,1.11,2021
1065,Minas Gerais,Pública,Urbana,5.09,0.74,8.04,13.81,22.35,24.28,17.82,11.82,1.14,2021
1068,Minas Gerais,Pública,Rural,4.63,2.41,20.37,21.14,22.89,17.8,10.1,4.82,0.48,2021
1071,Espírito Santo,Total,Total,5.14,0.63,7.79,14.11,21.78,22.55,17.12,13.88,2.15,2021
1074,Espírito Santo,Total,Urbana,5.16,0.6,7.5,13.84,21.59,22.61,17.35,14.26,2.26,2021
1077,Espírito Santo,Total,Rural,4.88,1.09,12.14,18.23,24.78,21.75,13.58,7.96,0.47,2021
1080,Espírito Santo,Federal,Total,5.64,0.28,1.53,5.44,12.0,23.94,23.77,28.47,4.57,2021
1083,Espírito Santo,Federal,Urbana,5.7,0.0,1.43,5.05,10.55,24.69,23.36,29.56,5.37,2021
1086,Espírito Santo,Federal,Rural,5.47,1.19,1.88,6.71,16.77,21.44,25.13,24.91,1.97,2021
1089,Espírito Santo,Estadual,Total,5.01,0.8,9.09,15.67,23.49,23.65,16.54,9.97,0.79,2021
1092,Espírito Santo,Estadual,Urbana,5.02,0.77,9.01,15.63,23.47,23.65,16.61,10.04,0.8,2021
1095,Espírito Santo,Estadual,Rural,4.92,1.41,11.06,16.49,24.04,23.52,14.96,8.06,0.47,2021
1098,Espírito Santo,Municipal,Total,5.0,0.64,8.78,16.21,24.98,23.9,15.52,9.14,0.83,2021
1101,Espírito Santo,Municipal,Urbana,5.01,0.61,8.35,15.88,24.93,24.17,15.83,9.36,0.87,2021
1104,Espírito Santo,Municipal,Rural,4.83,0.98,13.14,19.55,25.53,21.14,12.39,6.9,0.37,2021
1107,Espírito Santo,Privada,Total,6.1,0.05,0.12,1.36,4.22,13.42,24.82,44.36,11.64,2021
1110,Espírito Santo,Privada,Urbana,6.1,0.05,0.12,1.36,4.22,13.42,24.82,44.36,11.64,2021
1113,Espírito Santo,Privada,Rural,0.0,,,,,,,,,2021
1125,Espírito Santo,Pública,Total,5.01,0.71,8.83,15.84,24.16,23.79,16.07,9.75,0.86,2021
1128,Espírito Santo,Pública,Urbana,5.02,0.68,8.58,15.66,24.12,23.94,16.26,9.88,0.89,2021
1131,Espírito Santo,Pública,Rural,4.88,1.09,12.14,18.23,24.78,21.75,13.58,7.96,0.47,2021
1134,Rio de Janeiro,Total,Total,5.13,0.7,7.73,14.56,21.92,22.71,17.13,13.31,1.94,2021
1137,Rio de Janeiro,Total,Urbana,5.14,0.69,7.58,14.43,21.78,22.72,17.31,13.5,1.99,2021
1140,Rio de Janeiro,Total,Rural,4.93,0.83,11.04,17.47,24.94,22.42,13.34,8.98,0.97,2021
1143,Rio de Janeiro,Federal,Total,5.82,0.0,0.73,2.19,14.34,16.7,23.37,35.72,6.94,2021
1146,Rio de Janeiro,Federal,Urbana,5.83,0.0,0.68,1.98,14.36,16.55,23.38,36.02,7.03,2021
1149,Rio de Janeiro,Federal,Rural,5.18,0.0,4.61,19.13,13.07,28.65,22.58,11.96,0.0,2021
1152,Rio de Janeiro,Estadual,Total,4.93,0.94,10.28,17.12,25.32,23.39,14.03,8.22,0.7,2021
1155,Rio de Janeiro,Estadual,Urbana,4.93,0.93,10.21,17.08,25.37,23.42,14.07,8.22,0.7,2021
1158,Rio de Janeiro,Estadual,Rural,4.88,1.34,11.85,18.18,24.13,22.65,12.98,8.12,0.74,2021
1161,Rio de Janeiro,Municipal,Total,4.9,0.82,10.05,18.72,26.87,22.81,13.03,7.0,0.7,2021
1164,Rio de Janeiro,Municipal,Urbana,4.9,0.83,9.95,18.75,26.89,22.77,13.08,7.02,0.72,2021
1167,Rio de Janeiro,Municipal,Rural,4.87,0.7,11.46,18.27,26.59,23.37,12.39,6.69,0.53,2021
1170,Rio de Janeiro,Privada,Total,5.71,0.26,1.26,5.16,9.95,22.06,27.36,28.74,5.21,2021
1173,Rio de Janeiro,Privada,Urbana,5.7,0.26,1.26,5.19,9.99,22.19,27.35,28.59,5.18,2021
1176,Rio de Janeiro,Privada,Rural,6.1,0.0,0.9,1.53,5.96,6.44,28.86,47.45,8.85,2021
1188,Rio de Janeiro,Pública,Total,4.93,0.85,9.98,17.83,26.07,22.93,13.59,7.96,0.81,2021
1191,Rio de Janeiro,Pública,Urbana,4.93,0.85,9.88,17.8,26.08,22.91,13.65,8.01,0.82,2021
1194,Rio de Janeiro,Pública,Rural,4.88,0.87,11.54,18.25,25.87,23.2,12.59,7.1,0.59,2021
1197,São Paulo,Total,Total,5.46,0.24,3.32,8.49,17.49,23.06,21.79,21.26,4.35,2021
1200,São Paulo,Total,Urbana,5.47,0.24,3.27,8.44,17.44,23.05,21.82,21.36,4.38,2021
1203,São Paulo,Total,Rural,5.22,0.37,6.64,11.5,21.02,24.07,19.46,15.0,1.92,2021
1206,São Paulo,Federal,Total,5.66,0.0,0.31,4.49,12.07,24.96,27.07,28.33,2.77,2021
1209,São Paulo,Federal,Urbana,5.66,0.0,0.31,4.49,12.07,24.96,27.07,28.33,2.77,2021
1212,São Paulo,Federal,Rural,0.0,,,,,,,,,2021
1215,São Paulo,Estadual,Total,5.29,0.27,3.96,10.01,20.21,26.25,22.09,15.72,1.48,2021
1218,São Paulo,Estadual,Urbana,5.29,0.27,3.92,9.99,20.19,26.27,22.12,15.75,1.49,2021
1221,São Paulo,Estadual,Rural,5.17,0.38,7.19,11.43,21.77,24.82,20.01,13.43,0.97,2021
1224,São Paulo,Municipal,Total,5.26,0.26,4.25,10.72,21.17,26.37,21.12,14.63,1.48,2021
1227,São Paulo,Municipal,Urbana,5.26,0.26,4.18,10.65,21.12,26.39,21.19,14.71,1.49,2021
1230,São Paulo,Municipal,Rural,5.11,0.43,7.08,13.52,23.15,25.44,18.01,11.42,0.95,2021
1233,São Paulo,Privada,Total,6.26,0.13,0.04,0.64,3.98,8.71,21.93,47.49,17.07,2021
1236,São Paulo,Privada,Urbana,6.26,0.13,0.04,0.64,3.98,8.7,21.92,47.5,17.09,2021
1239,São Paulo,Privada,Rural,6.16,0.0,0.55,0.4,4.01,11.41,24.27,45.66,13.7,2021
1251,São Paulo,Pública,Total,5.28,0.27,4.05,10.25,20.53,26.29,21.76,15.36,1.48,2021
1254,São Paulo,Pública,Urbana,5.28,0.27,4.0,10.21,20.5,26.31,21.8,15.41,1.49,2021
1257,São Paulo,Pública,Rural,5.14,0.4,7.14,12.41,22.42,25.11,19.07,12.49,0.96,2021
1260,Paraná,Total,Total,5.5,0.16,3.15,7.76,16.08,23.21,22.41,22.73,4.49,2021
1263,Paraná,Total,Urbana,5.52,0.14,2.87,7.41,15.73,23.2,22.69,23.31,4.65,2021
1266,Paraná,Total,Rural,5.05,0.6,8.98,15.09,23.35,23.45,16.69,10.62,1.22,2021
1269,Paraná,Federal,Total,5.96,0.0,0.21,2.24,7.13,17.79,22.88,41.59,8.17,2021
1272,Paraná,Federal,Urbana,5.96,0.0,0.21,2.26,7.2,17.45,22.98,41.63,8.27,2021
1275,Paraná,Federal,Rural,5.94,0.0,0.0,1.58,4.81,29.16,19.39,40.25,4.81,2021
1278,Paraná,Estadual,Total,5.39,0.19,3.6,8.6,17.42,24.98,23.71,19.5,2.0,2021
1281,Paraná,Estadual,Urbana,5.41,0.16,3.25,8.19,17.12,25.1,24.11,20.01,2.06,2021
1284,Paraná,Estadual,Rural,5.01,0.68,9.96,15.99,22.94,22.73,16.4,10.37,0.93,2021
1287,Paraná,Municipal,Total,5.3,0.17,3.82,9.7,20.13,26.83,22.05,15.75,1.55,2021
1290,Paraná,Municipal,Urbana,5.32,0.15,3.6,9.44,19.86,26.92,22.32,16.11,1.6,2021
1293,Paraná,Municipal,Rural,5.04,0.51,7.81,14.36,25.02,25.13,17.17,9.24,0.77,2021
1296,Paraná,Privada,Total,6.34,0.0,0.14,0.62,2.51,8.88,18.43,49.36,20.08,2021
1299,Paraná,Privada,Urbana,6.34,0.0,0.14,0.62,2.5,8.87,18.44,49.37,20.07,2021
1302,Paraná,Privada,Rural,6.36,0.0,0.0,0.0,4.49,10.4,16.42,46.21,22.48,2021
1314,Paraná,Pública,Total,5.36,0.18,3.66,8.96,18.36,25.61,23.08,18.27,1.88,2021
1317,Paraná,Pública,Urbana,5.38,0.16,3.35,8.61,18.06,25.72,23.44,18.72,1.93,2021
1320,Paraná,Pública,Rural,5.02,0.61,9.12,15.32,23.65,23.65,16.7,10.07,0.89,2021
1323,Santa Catarina,Total,Total,5.63,0.09,1.78,5.42,13.15,23.1,25.22,25.96,5.28,2021
1326,Santa Catarina,Total,Urbana,5.64,0.09,1.72,5.33,12.92,22.79,25.26,26.4,5.48,2021
1329,Santa Catarina,Total,Rural,5.39,0.12,2.83,7.11,17.55,28.96,24.42,17.65,1.36,2021
1332,Santa Catarina,Federal,Total,5.92,0.0,0.19,1.24,5.86,19.46,27.81,40.46,4.97,2021
1335,Santa Catarina,Federal,Urbana,5.93,0.0,0.22,1.28,5.67,17.87,29.27,40.02,5.67,2021
1338,Santa Catarina,Federal,Rural,5.81,0.0,0.0,0.99,7.23,30.8,17.38,43.6,0.0,2021
1341,Santa Catarina,Estadual,Total,5.51,0.13,2.05,6.09,14.55,25.42,26.92,22.72,2.13,2021
1344,Santa Catarina,Estadual,Urbana,5.52,0.12,2.0,6.03,14.45,25.29,27.02,22.94,2.15,2021
1347,Santa Catarina,Estadual,Rural,5.37,0.16,3.35,7.69,17.37,28.67,24.34,16.89,1.52,2021
1350,Santa Catarina,Municipal,Total,5.49,0.09,2.05,6.4,15.55,26.17,26.18,21.38,2.18,2021
1353,Santa Catarina,Municipal,Urbana,5.5,0.09,1.99,6.34,15.32,25.91,26.31,21.78,2.26,2021
1356,Santa Catarina,Municipal,Rural,5.38,0.1,2.65,7.05,18.18,29.19,24.69,16.89,1.27,2021
1359,Santa Catarina,Privada,Total,6.48,0.0,0.09,0.4,1.49,5.8,15.84,50.28,26.09,2021
1362,Santa Catarina,Privada,Urbana,6.48,0.0,0.09,0.41,1.49,5.8,15.82,50.29,26.11,2021
1365,Santa Catarina,Privada,Rural,6.09,0.0,0.0,0.0,0.0,8.7,34.78,47.83,8.7,2021
1377,Santa Catarina,Pública,Total,5.51,0.11,2.03,6.17,14.88,25.67,26.62,22.35,2.18,2021
1380,Santa Catarina,Pública,Urbana,5.51,0.11,1.98,6.11,14.72,25.47,26.75,22.64,2.23,2021
1383,Santa Catarina,Pública,Rural,5.39,0.12,2.84,7.14,17.61,29.03,24.38,17.54,1.33,2021
1386,Rio Grande do Sul,Total,Total,5.5,0.16,3.24,7.54,16.31,23.0,22.72,22.72,4.3,2021
1389,Rio Grande do Sul,Total,Urbana,5.51,0.16,3.1,7.3,16.09,22.87,22.8,23.21,4.48,2021
1392,Rio Grande do Sul,Total,Rural,5.24,0.29,5.61,11.53,19.89,25.08,21.49,14.75,1.36,2021
1395,Rio Grande do Sul,Federal,Total,5.94,0.0,0.55,1.78,12.72,13.48,23.74,39.31,8.41,2021
1398,Rio Grande do Sul,Federal,Urbana,5.94,0.0,0.55,1.78,12.72,13.48,23.74,39.31,8.41,2021
1401,Rio Grande do Sul,Federal,Rural,0.0,,,,,,,,,2021
1404,Rio Grande do Sul,Estadual,Total,5.41,0.2,3.58,8.08,17.45,24.33,23.65,20.51,2.2,2021
1407,Rio Grande do Sul,Estadual,Urbana,5.42,0.19,3.49,7.98,17.49,24.29,23.67,20.67,2.23,2021
1410,Rio Grande do Sul,Estadual,Rural,5.29,0.37,5.75,10.66,16.42,25.42,23.25,16.75,1.38,2021
1413,Rio Grande do Sul,Municipal,Total,5.33,0.18,3.95,9.3,19.03,25.6,23.26,17.14,1.55,2021
1416,Rio Grande do Sul,Municipal,Urbana,5.35,0.17,3.76,8.98,18.73,25.66,23.58,17.53,1.58,2021
1419,Rio Grande do Sul,Municipal,Rural,5.21,0.26,5.59,12.07,21.63,25.0,20.46,13.73,1.27,2021
1422,Rio Grande do Sul,Privada,Total,6.26,0.0,0.17,0.97,4.63,11.36,17.71,45.61,19.54,2021
1425,Rio Grande do Sul,Privada,Urbana,6.26,0.0,0.17,0.97,4.6,11.34,17.65,45.68,19.57,2021
1428,Rio Grande do Sul,Privada,Rural,5.73,0.0,0.0,0.0,17.21,16.39,39.07,17.76,9.56,2021
1440,Rio Grande do Sul,Pública,Total,5.38,0.19,3.71,8.54,18.08,24.77,23.48,19.24,1.98,2021
1443,Rio Grande do Sul,Pública,Urbana,5.39,0.18,3.57,8.33,17.96,24.74,23.63,19.56,2.02,2021
1446,Rio Grande do Sul,Pública,Rural,5.23,0.3,5.64,11.6,19.91,25.14,21.38,14.73,1.31,2021
1449,Mato Grosso do Sul,Total,Total,5.23,0.43,6.59,12.43,20.99,23.5,17.21,15.57,3.28,2021
1452,Mato Grosso do Sul,Total,Urbana,5.27,0.27,5.88,12.0,20.67,23.76,17.61,16.33,3.48,2021
1455,Mato Grosso do Sul,Total,Rural,4.77,2.39,15.29,17.62,25.01,20.29,12.34,6.27,0.79,2021
1458,Mato Grosso do Sul,Federal,Total,5.78,0.0,0.31,3.41,17.56,18.64,18.21,34.26,7.61,2021
1461,Mato Grosso do Sul,Federal,Urbana,5.98,0.0,0.0,0.0,17.11,16.72,12.73,42.22,11.22,2021
1464,Mato Grosso do Sul,Federal,Rural,5.47,0.0,0.79,8.75,18.26,21.64,26.8,21.79,1.97,2021
1467,Mato Grosso do Sul,Estadual,Total,5.15,0.4,6.68,13.27,22.18,24.93,17.89,13.12,1.53,2021
1470,Mato Grosso do Sul,Estadual,Urbana,5.18,0.32,6.19,12.93,21.9,25.28,18.27,13.51,1.61,2021
1473,Mato Grosso do Sul,Estadual,Rural,4.8,1.66,14.11,18.51,26.31,19.61,12.19,7.16,0.45,2021
1476,Mato Grosso do Sul,Municipal,Total,5.03,0.59,8.37,14.78,24.29,25.33,15.96,9.63,1.04,2021
1479,Mato Grosso do Sul,Municipal,Urbana,5.08,0.28,7.25,14.43,24.25,25.88,16.56,10.28,1.06,2021
1482,Mato Grosso do Sul,Municipal,Rural,4.68,3.28,17.95,17.79,24.6,20.6,10.85,4.06,0.87,2021
1485,Mato Grosso do Sul,Privada,Total,6.28,0.0,0.39,0.75,3.96,10.52,18.22,46.87,19.28,2021
1488,Mato Grosso do Sul,Privada,Urbana,6.3,0.0,0.35,0.57,3.68,10.33,18.16,47.4,19.52,2021
1491,Mato Grosso do Sul,Privada,Rural,5.22,0.0,2.7,13.59,22.98,23.69,22.58,11.21,3.26,2021
1503,Mato Grosso do Sul,Pública,Total,5.11,0.48,7.32,13.81,23.01,25.04,17.09,11.87,1.39,2021
1506,Mato Grosso do Sul,Pública,Urbana,5.14,0.3,6.58,13.46,22.83,25.47,17.54,12.38,1.44,2021
1509,Mato Grosso do Sul,Pública,Rural,4.77,2.44,15.55,17.7,25.06,20.22,12.12,6.17,0.74,2021
1512,Mato Grosso,Total,Total,5.15,0.3,6.66,14.37,23.33,23.87,16.32,12.36,2.78,2021
1515,Mato Grosso,Total,Urbana,5.17,0.29,6.4,13.98,22.86,23.9,16.64,12.95,2.97,2021
1518,Mato Grosso,Total,Rural,4.89,0.44,9.66,18.75,28.58,23.56,12.74,5.66,0.62,2021
1521,Mato Grosso,Federal,Total,5.35,0.0,3.83,11.7,16.66,24.99,22.8,17.93,2.07,2021
1524,Mato Grosso,Federal,Urbana,5.35,0.0,4.45,10.0,16.78,27.81,19.65,19.32,1.99,2021
1527,Mato Grosso,Federal,Rural,5.32,0.0,1.2,18.98,16.16,12.99,36.26,11.99,2.42,2021
1530,Mato Grosso,Estadual,Total,5.05,0.33,7.24,15.29,25.13,25.21,16.04,9.77,1.01,2021
1533,Mato Grosso,Estadual,Urbana,5.07,0.33,7.0,15.04,24.91,25.3,16.3,10.08,1.05,2021
1536,Mato Grosso,Estadual,Rural,4.88,0.37,10.32,18.49,27.91,24.06,12.67,5.71,0.47,2021
1539,Mato Grosso,Municipal,Total,4.99,0.36,7.95,17.1,26.38,24.39,14.71,8.24,0.86,2021
1542,Mato Grosso,Municipal,Urbana,5.01,0.33,7.74,16.79,25.77,24.53,15.23,8.73,0.89,2021
1545,Mato Grosso,Municipal,Rural,4.86,0.55,9.33,19.11,30.3,23.52,11.42,5.14,0.65,2021
1548,Mato Grosso,Privada,Total,6.12,0.04,0.37,2.47,5.8,14.41,21.3,37.38,18.23,2021
1551,Mato Grosso,Privada,Urbana,6.12,0.04,0.37,2.48,5.8,14.39,21.32,37.38,18.22,2021
1554,Mato Grosso,Privada,Rural,6.35,0.0,0.0,0.0,0.0,37.5,0.0,37.5,25.0,2021
1566,Mato Grosso,Pública,Total,5.04,0.34,7.4,15.76,25.38,24.97,15.74,9.44,0.98,2021
1569,Mato Grosso,Pública,Urbana,5.05,0.32,7.17,15.46,25.05,25.12,16.04,9.82,1.02,2021
1572,Mato Grosso,Pública,Rural,4.88,0.44,9.67,18.77,28.61,23.54,12.75,5.63,0.59,2021
1575,Goiás,Total,Total,5.2,0.46,6.09,12.55,21.94,24.84,17.96,14.06,2.11,2021
1578,Goiás,Total,Urbana,5.21,0.43,5.92,12.38,21.82,24.86,18.14,14.3,2.15,2021
1581,Goiás,Total,Rural,4.82,1.45,12.25,18.71,26.18,24.0,11.64,5.25,0.52,2021
1584,Goiás,Federal,Total,5.64,0.0,0.55,5.72,11.56,22.28,27.04,28.99,3.87,2021
1587,Goiás,Federal,Urbana,5.64,0.0,0.6,5.9,11.02,22.58,26.88,29.21,3.81,2021
1590,Goiás,Federal,Rural,5.64,0.0,0.0,3.7,17.72,18.81,28.86,26.35,4.57,2021
1593,Goiás,Estadual,Total,5.08,0.61,7.37,13.85,23.51,25.48,17.51,10.62,1.06,2021
1596,Goiás,Estadual,Urbana,5.09,0.57,7.21,13.73,23.48,25.55,17.64,10.74,1.08,2021
1599,Goiás,Estadual,Rural,4.65,2.98,16.53,20.9,24.82,21.52,9.71,3.37,0.17,2021
1602,Goiás,Municipal,Total,5.04,0.35,6.69,14.91,25.56,27.01,16.24,8.57,0.67,2021
1605,Goiás,Municipal,Urbana,5.05,0.32,6.49,14.73,25.47,27.09,16.48,8.73,0.69,2021
1608,Goiás,Municipal,Rural,4.85,0.87,10.83,18.68,27.34,25.23,11.5,5.26,0.31,2021
1611,Goiás,Privada,Total,5.94,0.22,0.41,2.45,7.91,17.35,23.55,38.95,9.16,2021
1614,Goiás,Privada,Urbana,5.95,0.22,0.34,2.37,7.75,17.27,23.59,39.25,9.22,2021
1617,Goiás,Privada,Rural,5.23,0.0,7.55,10.25,22.24,24.59,20.24,11.26,3.87,2021
1629,Goiás,Pública,Total,5.07,0.5,7.06,14.26,24.32,26.11,17.02,9.84,0.91,2021
1632,Goiás,Pública,Urbana,5.08,0.46,6.89,14.11,24.25,26.17,17.2,9.99,0.93,2021
1635,Goiás,Pública,Rural,4.8,1.54,12.54,19.23,26.42,23.96,11.11,4.88,0.31,2021
1638,Distrito Federal,Total,Total,5.6,0.19,3.03,7.69,15.63,20.98,19.79,24.27,8.42,2021
1641,Distrito Federal,Total,Urbana,5.62,0.17,2.79,7.38,15.33,20.89,19.95,24.78,8.7,2021
1644,Distrito Federal,Total,Rural,5.07,0.65,8.85,15.1,22.87,23.11,15.81,11.97,1.65,2021
1647,Distrito Federal,Federal,Total,6.4,0.0,0.0,0.14,1.51,4.31,15.84,63.09,15.09,2021
1650,Distrito Federal,Federal,Urbana,6.4,0.0,0.0,0.14,1.51,4.31,15.84,63.09,15.09,2021
1653,Distrito Federal,Federal,Rural,0.0,,,,,,,,,2021
1656,Distrito Federal,Estadual,Total,5.32,0.25,3.95,10.04,20.26,25.69,20.77,16.62,2.41,2021
1659,Distrito Federal,Estadual,Urbana,5.33,0.24,3.8,9.81,20.09,25.77,21.0,16.84,2.45,2021
1662,Distrito Federal,Estadual,Rural,5.13,0.39,6.91,14.35,23.52,24.16,16.44,12.57,1.67,2021
1665,Distrito Federal,Municipal,Total,0.0,,,,,,,,,2021
1668,Distrito Federal,Municipal,Urbana,0.0,,,,,,,,,2021
1671,Distrito Federal,Municipal,Rural,0.0,,,,,,,,,2021
1674,Distrito Federal,Privada,Total,6.38,0.04,0.49,1.21,2.81,8.07,17.13,44.57,25.69,2021
1677,Distrito Federal,Privada,Urbana,6.4,0.0,0.11,0.95,2.7,8.07,17.24,44.99,25.94,2021
1680,Distrito Federal,Privada,Rural,4.26,4.43,37.2,26.07,13.4,7.69,6.65,3.18,1.39,2021
1692,Distrito Federal,Pública,Total,5.34,0.24,3.88,9.86,19.91,25.29,20.68,17.49,2.65,2021
1695,Distrito Federal,Pública,Urbana,5.35,0.23,3.72,9.62,19.72,25.35,20.9,17.75,2.7,2021
1698,Distrito Federal,Pública,Rural,5.13,0.39,6.91,14.35,23.52,24.16,16.44,12.57,1.67,2021
